recipe_name,prep_time,cook_time,total_time,servings,yield,ingredients,directions,rating,url,cuisine_path,nutrition,timing,img_src,source,rcp_seq
Watermelon and Feta Salad with Arugula and Spinach,20 mins,,20 mins,4,8 cups,"3 tablespoons extra-virgin olive oil, 2 teaspoons white balsamic vinegar, ½ teaspoon kosher salt, 2 cups arugula, 2 cups baby spinach leaves, 1 cup thinly sliced red onion, 1 cup grape tomatoes, halved, ½ cup crumbled feta cheese, 2 cups bite sized watermelon chunks","Whisk the olive oil, white balsamic vinegar, and salt together in a small bowl; set aside.
Combine the arugula, spinach, onions, and tomatoes in a large salad bowl. Drizzle the vinaigrette over the salad mixture; toss to coat. Add the feta cheese and watermelon to serve.",4.7,https://www.allrecipes.com/recipe/218557/watermelon-and-feta-salad-with-arugula-and-spinach/,/Salad/Green Salad Recipes/Spinach Salad Recipes/,"Total Fat 15g 19%, Saturated Fat 4g 22%, Cholesterol 17mg 6%, Sodium 470mg 20%, Total Carbohydrate 12g 4%, Dietary Fiber 2g 6%, Total Sugars 7g, Protein 5g, Vitamin C 21mg 106%, Calcium 138mg 11%, Iron 1mg 6%, Potassium 346mg 7%","Prep Time: 20 mins, Total Time: 20 mins, Servings: 4, Yield: 8 cups",https://www.allrecipes.com/thmb/f3o0ja2Omkq2n_DJRsb0ybajqP4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/826523-0d28ff081bc545d1b7098a4ceb3a524d.jpg,allrecipes,
Watermelon Feta Salad,20 mins,,20 mins,8,,"3 tablespoons olive oil, 2 teaspoons white balsamic vinegar, ½ teaspoon kosher salt, 8 ounces grape tomatoes, halved, 3 cups arugula, 1 cup sliced red onion, 2 pounds watermelon, cubed, 4 ounces feta cheese, cut into 1/4-inch cubes","Whisk olive oil, vinegar, and salt together in a large mixing bowl. Add tomatoes, arugula, and red onion; toss to coat. Gently stir in watermelon and feta cheese to serve.",4.7,https://www.allrecipes.com/recipe/215044/watermelon-feta-salad/,/Salad/Fruit Salad Recipes/,"Total Fat 8g 11%, Saturated Fat 3g 15%, Cholesterol 13mg 4%, Sodium 284mg 12%, Total Carbohydrate 12g 5%, Dietary Fiber 1g 4%, Total Sugars 9g, Protein 3g, Vitamin C 15mg 77%, Calcium 96mg 7%, Iron 1mg 3%, Potassium 237mg 5%","Prep Time: 20 mins, Total Time: 20 mins, Servings: 8",https://www.allrecipes.com/thmb/Cy2GfFn1GdlsFhkX5m4funEP-J8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/watermelon-feta-salad-france-c-4x3-1-2000-9fce019e8ca24116b29835f41ac8fb1f.jpg,allrecipes,
Jewel's Watermelon Margaritas,10 mins,5 mins,45 mins,4,4 servings,"½ cup white sugar, ½ cup water, 3 strips orange zest, 2 cups cubed seeded watermelon, ¾ cup white tequila, ¼ cup lime juice, 1 pinch salt or sugar for rimming glasses, 1  lime, cut into wedges, 2 cups crushed ice, or as needed","Bring 1/2 cup sugar, water, and orange zest in a small saucepan to boil, stirring constantly. Simmer until sugar is dissolved, about 3 minutes. Remove simple syrup from heat and allow to cool completely.
Place watermelon in a blender or food processor. Pulse until pureed.
Stir watermelon puree into a large pitcher with simple syrup, tequila, and lime juice.
Place a small amount of salt or sugar into a saucer. Rub edge of margarita glasses with a lime wedge to moisten. Lightly dip the rim of the glass into the saucer to rim the glass; tap off excess salt or sugar.
Fill rimmed glasses with crushed ice; pour margarita mixture into glasses and garnish with lime wedges to serve.











France C",4.7,https://www.allrecipes.com/recipe/221229/jewels-watermelon-margaritas/,/Drinks Recipes/Cocktail Recipes/Tequila Drinks Recipes/,"Total Fat 0g 0%, Sodium 42mg 2%, Total Carbohydrate 38g 14%, Dietary Fiber 2g 9%, Total Sugars 30g, Protein 1g, Vitamin C 36mg 180%, Calcium 38mg 3%, Iron 0mg 2%, Potassium 154mg 3%","Prep Time: 10 mins, Cook Time: 5 mins, Additional Time: 30 mins, Total Time: 45 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/yEqFh1NVWXwNk9qDR75NTakpkeo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5622224-jewels-watermelon-margaritas-France-C-1x1-1-19836febede04bba8be68cd0c7802d73.jpg,allrecipes,
Watermelon Preserves,15 mins,14 hrs 10 mins,14 hrs 25 mins,40,5 cups,"2 pounds watermelon, 3 cups white sugar, 3  lemons - rinsed, sliced and seeded","Remove the green rind from watermelon, and dice white part into small cubes, leaving the red flesh mostly intact. Remove seeds.
In a heavy stockpot, combine 4 cups of prepared watermelon, sugar, and lemons. Bring to a boil over medium heat, and let the mixture boil slowly for 2 hours, stirring occasionally. The temperature of the mixture should be at 220 degrees F (105 degrees C) so the jam will set.
Sterilize the jars and lids in boiling water for at least 5 minutes. Pack the jam into the hot, sterilized jars, filling the jars to within 1/4 inch of the top. Run a knife or a thin spatula around the insides of the jars after they have been filled to remove any air bubbles. Wipe the rims of the jars with a moist paper towel to remove any food residue. Top with lids, and screw on rings.
Place a rack in the bottom of a large stockpot and fill halfway with water. Bring to a boil over high heat, then carefully lower the jars into the pot using a holder. Leave 2 inches of space between the jars. Pour in more boiling water if necessary until the water level is at least 1 inch above the tops of the jars. Bring the water to a full boil, cover the pot, and process for 10 minutes.
Remove the jars from the stockpot and let rest, several inches apart, for 12 to 24 hours. Press the center of each lid with a finger to ensure the lid does not move up or down. Remove the rings for storage and store in a cool, dark area.",3.6,https://www.allrecipes.com/recipe/35899/watermelon-preserves/,/Side Dish/Sauces and Condiments/Canning and Preserving Recipes/Jams and Jellies Recipes/,"Total Fat 0g 0%, Sodium 1mg 0%, Total Carbohydrate 18g 6%, Dietary Fiber 1g 2%, Total Sugars 16g, Protein 0g, Vitamin C 8mg 41%, Calcium 7mg 1%, Iron 0mg 1%, Potassium 38mg 1%","Prep Time: 15 mins, Cook Time: 14 hrs 10 mins, Total Time: 14 hrs 25 mins, Servings: 40, Yield: 5 cups",https://www.allrecipes.com/thmb/JIfNJImDNXnC69pVa_8KmG8Unjc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/35684-0a210f2403b9436da483905a3e1b3ccd.jpg,allrecipes,
Herb Watermelon Feta Salad,20 mins,,20 mins,12,12 servings,"½ large chilled seedless watermelon, cut into 1-inch cubes, 1 small red onion, sliced, 1 cup thinly sliced fresh basil leaves, 1 cup chopped fresh cilantro, ½ cup minced fresh mint leaves, 2  limes, juiced, 1 (4 ounce) package crumbled feta cheese, 3 tablespoons olive oil, 2 tablespoons balsamic vinegar, or more to taste,   salt and ground black pepper to taste","Gently toss watermelon, onion, basil, cilantro, mint, lime juice, feta cheese, olive oil, balsamic vinegar, salt, and black pepper together in a large bowl.",4.7,https://www.allrecipes.com/recipe/222512/herb-watermelon-feta-salad/,/Salad/Fruit Salad Recipes/,"Total Fat 6g 8%, Saturated Fat 2g 10%, Cholesterol 8mg 3%, Sodium 112mg 5%, Total Carbohydrate 31g 11%, Dietary Fiber 2g 8%, Total Sugars 25g, Protein 4g, Vitamin C 36mg 182%, Calcium 89mg 7%, Iron 1mg 7%, Potassium 480mg 10%","Prep Time: 20 mins, Total Time: 20 mins, Servings: 12, Yield: 12 servings",https://www.allrecipes.com/thmb/1BR8gIPQAcDhR4ydhkXrAj-FjNc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4527045-da962325de534ed6b02542bb4fbfbbd2.jpg,allrecipes,
Polynesian Watermelon Drink ('Otai),15 mins,,15 mins,12,12 servings,"1  seedless watermelon, halved and sliced, 3 cups water, 1 (15.25 ounce) can crushed pineapple, 1 (12 fluid ounce) can evaporated milk, ½ cup shredded coconut, 2 tablespoons white sugar, or to taste, ½  lime, juiced","Grate watermelon with a fork from the rind into a large bowl, leaving no large chunks. Stir water, pineapple, evaporated milk, and coconut into the grated watermelon. Add sugar; stir until dissolved. Squeeze lime juice into the watermelon mixture.",4.3,https://www.allrecipes.com/recipe/222172/polynesian-watermelon-drink-otai/,/Drinks Recipes/Punch Recipes/Non-Alcoholic Punch Recipes/,"Total Fat 4g 5%, Saturated Fat 2g 12%, Cholesterol 9mg 3%, Sodium 48mg 2%, Total Carbohydrate 41g 15%, Dietary Fiber 2g 8%, Total Sugars 35g, Protein 5g, Vitamin C 35mg 176%, Calcium 117mg 9%, Iron 1mg 6%, Potassium 574mg 12%","Prep Time: 15 mins, Total Time: 15 mins, Servings: 12, Yield: 12 servings",https://www.allrecipes.com/thmb/xUHKbJSrgk0EoruEUDA7jzdwk-w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1228621-2ccb9fcfc4e2436696f29e2ff5414e57.jpg,allrecipes,
"Summer Fruit Salad with a Lemon, Honey, and Mint Dressing",20 mins,,1 hrs 20 mins,8,8 servings,"4 cups cubed seeded watermelon, 2 cups sliced fresh strawberries, 2 large  fresh peaches, cut into cubes, 2 large  nectarines, cut into cubes, 1  red Anjou pear, cut into cubes, 1 cup seedless grapes, halved, 2  lemons, juiced, ¼ cup minced fresh mint (chocolate mint preferred), ½  lemon, zested, 1 tablespoon honey (fireweed honey preferred)","Combine watermelon, strawberries, peaches, nectarines, pear, and grapes in a large mixing bowl.
Whisk lemon juice, mint, lemon zest, and honey together in a small bowl; drizzle over the fruit mixture and toss to coat.
Refrigerate 1 hour before serving.",4.9,https://www.allrecipes.com/recipe/228231/summer-fruit-salad-with-a-lemon-honey-and-mint-dressing/,/Salad/Fruit Salad Recipes/Strawberry Salad Recipes/,"Total Fat 1g 1%, Saturated Fat 0g 1%, Sodium 3mg 0%, Total Carbohydrate 25g 9%, Dietary Fiber 3g 10%, Total Sugars 20g, Protein 2g, Vitamin C 51mg 256%, Calcium 25mg 2%, Iron 1mg 3%, Potassium 316mg 7%","Prep Time: 20 mins, Additional Time: 1 hrs, Total Time: 1 hrs 20 mins, Servings: 8, Yield: 8 servings",https://www.allrecipes.com/thmb/P8ZElia8ILnp2sFPvQUKliqnyRk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1003504-faf9fb343b2d467bb143cef9f505b671.jpg,allrecipes,
"100% Fruit ""Cake""",30 mins,,30 mins,8,8 servings,"1  seedless watermelon, 2 cups strawberries, hulled and sliced, 1  cantaloupe - seeded, peeled, and sliced (Optional), 1  fresh pineapple - peeled, cored, and sliced (Optional)","To create the base tier of the cake, cut 3 slices of watermelon, 1 to 2 inches thick, crossways through the center of the melon. Trim the rind from the watermelon slices, and place the largest slice onto a cake plate. Alternate layering sliced strawberries, slices of cantaloupe, and slices of fresh pineapple; follow with the second-largest watermelon slice. Repeat once more to make a layered fruit stack that looks like a cake.
Thinly slice a few pieces of remaining melon and pineapple. With cookie cutters or a sharp knife, cut remaining fruit slices into decorative shapes. Decorate the cake tiers with the cut fruit shapes and remaining berries.
Refrigerate until serving time. To serve, slice the cake with a sharp knife, one wedge at a time, and set the wedge onto a plate.",5.0,https://www.allrecipes.com/recipe/218890/100-fruit-cake/,/Salad/Fruit Salad Recipes/,"Total Fat 1g 2%, Saturated Fat 0g 1%, Sodium 18mg 1%, Total Carbohydrate 59g 21%, Dietary Fiber 4g 16%, Total Sugars 48g, Protein 5g, Vitamin C 120mg 602%, Calcium 59mg 5%, Iron 2mg 10%, Potassium 934mg 20%","Prep Time: 30 mins, Total Time: 30 mins, Servings: 8, Yield: 8 servings",https://www.allrecipes.com/thmb/8olVG1mHRF4Z4X8EtdYIuR93_tA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6448629-c860f205aa374a8db4d32fd7bce1255f.jpg,allrecipes,
Watermelon Lime Agua Fresca,15 mins,,1 hrs 15 mins,10,2 1/2 quarts,"8 cups water, divided, 5 cups peeled, cubed, and seeded watermelon, ½ cup white sugar, or more to taste, ⅓ cup lime juice, or more to taste","Combine 1 cup water, watermelon, and sugar in a blender; process until smooth. Pour into a large pitcher; stir in lime juice and remaining 7 cups water. Taste; adjust sugar or lime juice. Refrigerate until chilled, about 1 hour.",4.6,https://www.allrecipes.com/recipe/246117/watermelon-lime-agua-fresca/,/Drinks Recipes/Juice Recipes/,"Total Fat 0g 0%, Sodium 7mg 0%, Total Carbohydrate 16g 6%, Dietary Fiber 0g 1%, Total Sugars 15g, Protein 1g, Vitamin C 9mg 43%, Calcium 12mg 1%, Iron 0mg 1%, Potassium 97mg 2%","Prep Time: 15 mins, Additional Time: 1 hrs, Total Time: 1 hrs 15 mins, Servings: 10, Yield: 2 1/2 quarts",https://www.allrecipes.com/thmb/s-4VmOHbQXLMlU3gzbUZVTRs-Lo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5472590-0a8182a4b4024c42a8e48c48bbf9483d.jpg,allrecipes,
Watermelon Goat Cheese Salad,10 mins,,10 mins,8,8 serving,"¼ cup extra-virgin olive oil, 2 tablespoons lemon juice, 2 tablespoons red wine vinegar, ¼ teaspoon salt,   Ground pepper, to taste, 4 cups spring mix, 4 cups seedless watermelon, diced, ½ (4 ounce) log Montchevre® honey goat cheese , ½ cup hazelnuts, chopped","Whisk together olive oil, lemon juice, vinegar, salt, and pepper.
In a large bowl, gently toss spring mix and watermelon together with vinaigrette.
Top with goat cheese and hazelnuts to serve.",4.0,https://www.allrecipes.com/recipe/265185/watermelon-goat-cheese-salad/,/Trusted Brands: Recipes and Tips/,"Total Fat 14g 17%, Saturated Fat 2g 12%, Cholesterol 5mg 2%, Sodium 91mg 4%, Total Carbohydrate 9g 3%, Dietary Fiber 2g 6%, Total Sugars 5g, Protein 3g, Vitamin C 13mg 65%, Calcium 31mg 2%, Iron 1mg 6%, Potassium 240mg 5%","Prep Time: 10 mins, Total Time: 10 mins, Servings: 8, Yield: 8 serving",https://www.allrecipes.com/thmb/Qbl--Dn-ObUjJh9tZTnZOyYlcXM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5455054-1c042d1444d94439a6239bd81349915c.jpg,allrecipes,
Watermelon Fruit Bowl,30 mins,5 mins,50 mins,20,20 servings,"1  large watermelon, 1  cantaloupe, halved and seeded, 1  honeydew melon, halved and seeded, 2 (15 ounce) cans mandarin oranges, drained, 2 (20 ounce) cans pineapple chunks, drained, 2 cups halved fresh strawberries, 2 cups seedless grapes , ½ cup water, ¼ cup white sugar, 2 tablespoons grated lemon zest","With a large, sharp knife, remove the top 1/4 section of the watermelon. With a melon baller, scoop flesh from inside of watermelon, removing as many seeds as possible. Leave 1/2 inch of flesh inside the shell of the watermelon. Scoop cantaloupe and honeydew in the same manner, removing as much flesh as possible, and discarding the rinds. Refrigerate fruits separately until ready to assemble.
In a small saucepan over medium-high heat, bring water and sugar to a boil. Remove from heat, and continue stirring until sugar has completely dissolved. Add lemon zest, and set aside to cool.
To serve, place watermelon balls, cantaloupe, honeydew, oranges, pineapple, strawberries, and grapes, in a large mixing bowl. Pour syrup over, and toss thoroughly. Transfer mixture to watermelon bowl, and serve. Set aside any fruit mixture that will not fit. There will be enough fruit to refill the bowl.",4.6,https://www.allrecipes.com/recipe/38521/watermelon-fruit-bowl/,/Appetizers and Snacks/Fruit/,"Total Fat 1g 1%, Saturated Fat 0g 1%, Sodium 23mg 1%, Total Carbohydrate 45g 17%, Dietary Fiber 3g 11%, Total Sugars 40g, Protein 3g, Vitamin C 75mg 377%, Calcium 41mg 3%, Iron 1mg 6%, Potassium 683mg 15%","Prep Time: 30 mins, Cook Time: 5 mins, Additional Time: 15 mins, Total Time: 50 mins, Servings: 20, Yield: 20 servings",https://www.allrecipes.com/thmb/UPMDTwJFuquwrxVyyXHdZBL2Ldk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/303776-9ff1f3275d774db9b6d2ebf3d690dc34.jpg,allrecipes,
Watermelon and Cucumber Juice with a Spritz of Lime,10 mins,,10 mins,4,,"½ (4 pound) watermelon, seeded and cubed, 4  cucumbers, trimmed and cut into chunks, 2  limes, juiced","Run watermelon and cucumber pieces through a juicer following the manufacturer's instructions, and place the juice into a pitcher. Stir in lime juice, and serve.











Melissa Goff",3.9,https://www.allrecipes.com/recipe/215519/watermelon-and-cucumber-juice-with-a-spritz-of-lime/,/Drinks Recipes/Juice Recipes/,"Total Fat 1g 1%, Saturated Fat 0g 1%, Sodium 9mg 0%, Total Carbohydrate 31g 11%, Dietary Fiber 3g 12%, Total Sugars 19g, Protein 3g, Vitamin C 36mg 180%, Calcium 72mg 6%, Iron 2mg 8%, Potassium 702mg 15%","Prep Time: 10 mins, Total Time: 10 mins, Servings: 4",https://www.allrecipes.com/thmb/9k2TGleXGi36lzyNz3MmZb50QKQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7823064-3039e758f527401288673659239529dc.jpg,allrecipes,
Heavenly Honeydew Juice,10 mins,,10 mins,6,,"1 (5 pound) honeydew melon, quartered and seeded, 2 cups ice cubes, 1 cup water, 3 tablespoons white sugar","Scrape flesh from honeydew melon quarters into a blender; add ice cubes, water, and sugar. Blend until smooth and sugar has dissolved. Serve immediately.",4.4,https://www.allrecipes.com/recipe/232448/heavenly-honeydew-juice/,/Cuisine/Latin American/Mexican/,"Total Fat 1g 1%, Saturated Fat 0g 1%, Sodium 69mg 3%, Total Carbohydrate 40g 15%, Dietary Fiber 3g 11%, Total Sugars 37g, Protein 2g, Vitamin C 68mg 338%, Calcium 24mg 2%, Iron 1mg 3%, Potassium 856mg 18%","Prep Time: 10 mins, Total Time: 10 mins, Servings: 6",https://www.allrecipes.com/thmb/9DlP30efJXIDc_IBm3AY7hQtiAU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2008368-95e7267d4756420fb450b12cdd29a4f5.jpg,allrecipes,
Watermelon Summer Salad,30 mins,,30 mins,6,6 servings,"¾ cup halved, thinly sliced red onion, 1 tablespoon fresh lime juice, 1 ½ quarts seeded, cubed watermelon, ¾ cup crumbled feta cheese, ½ cup pitted black olive halves, 1 cup chopped fresh mint, 2 tablespoons olive oil","Place the onion slices in a small bowl with the lime juice. The acid of the lime will mellow the flavor of the raw onion. Let stand for 10 minutes.
In a large bowl, combine the watermelon cubes, feta cheese, black olives, onions with the lime juice, and mint. Drizzle olive oil over it all, and toss to blend. Dig in and be prepared for a pleasant surprise!",4.3,https://www.allrecipes.com/recipe/74824/watermelon-summer-salad/,/Salad/Fruit Salad Recipes/,"Total Fat 10g 13%, Saturated Fat 4g 18%, Cholesterol 17mg 6%, Sodium 315mg 14%, Total Carbohydrate 15g 5%, Dietary Fiber 1g 5%, Total Sugars 11g, Protein 4g, Vitamin C 17mg 85%, Calcium 126mg 10%, Iron 1mg 6%, Potassium 215mg 5%","Prep Time: 30 mins, Total Time: 30 mins, Servings: 6, Yield: 6 servings",https://www.allrecipes.com/thmb/A-9GQAkmbbQ1zuG3tC9wVtG-260=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1242185-watermelon-summer-salad-Tanni-Kitty-4x3-1-da9b1d62861e4b3685c0537d35bf257a.jpg,allrecipes,
Cantaloupe Crunch,15 mins,45 mins,1 hrs,9,1 9-inch pan,"3 cups cubed cantaloupe, ½ cup white sugar, ⅓ cup lemon juice, 2 tablespoons unsalted butter, melted, 1 tablespoon all-purpose flour, ½ teaspoon vanilla extract, ½ teaspoon ground cinnamon, ¼ teaspoon ground nutmeg, 1 (15.25 ounce) package white cake mix, ½ cup unsalted butter, melted","Preheat the oven to 350 degrees F (175 degrees C).
Mix cantaloupe, sugar, lemon juice, 2 tablespoons melted butter, flour, vanilla, cinnamon, and nutmeg together in a medium bowl. Pour into a 9-inch square baking dish.
Spread dry cake mix evenly over cantaloupe mixture, then drizzle 1/2 cup melted butter over top.
Bake in the preheated oven until golden brown, about 45 minutes.",4.1,https://www.allrecipes.com/recipe/89028/cantaloupe-crunch/,/Desserts/Cakes/Cake Mix Cake Recipes/,"Total Fat 19g 24%, Saturated Fat 9g 46%, Cholesterol 34mg 11%, Sodium 477mg 21%, Total Carbohydrate 61g 22%, Dietary Fiber 1g 4%, Total Sugars 46g, Protein 3g, Vitamin C 24mg 120%, Calcium 120mg 9%, Iron 1mg 6%, Potassium 226mg 5%","Prep Time: 15 mins, Cook Time: 45 mins, Total Time: 1 hrs, Servings: 9, Yield: 1 9-inch pan",https://www.allrecipes.com/thmb/Pa09DH2hthK2zuEbgfeZ8IC2s9o=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/448193-e27088dbbf894fb6b6aaf198e476a906.jpg,allrecipes,
